Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
53,Female,Rural,Low,"Content Creation, Home Cleaning, Paper Craft",Beauty,Home-based,Medium,3,None,Internet,High,Mehendi Services,Beauty,0.72,0.72
23,Male,Urban,Low,"Hair Styling, Crafting, Candle Making",Food & Beverage,Outdoor,Medium,5,Primary,Phone,Medium,Snack Stall,Food & Beverage,0.84,0.85
21,Female,Urban,High,"Crafting, Hair Styling, Home Cleaning, Sewing",E-commerce,Outdoor,High,5,Secondary,Internet,High,Dropshipping,E-commerce,0.63,0.68
54,Female,Semi-Urban,High,"Mobile Repair, Embroidery",Domestic Services,Hybrid,Low,7,Primary,Land,Low,Babysitting,Domestic Services,0.78,0.53
37,Female,Semi-Urban,Low,"Cooking, Farming, Paper Craft, Embroidery",Agriculture,Hybrid,High,2,Secondary,Phone,High,Mushroom Cultivation,Agriculture,0.54,0.98
55,Female,Semi-Urban,Low,"Embroidery, Pickle Making, Crafting, Sewing",Education,Home-based,Medium,5,None,Phone + Internet,High,Spoken English Classes,Education,0.73,0.52
46,Female,Rural,Low,"Teaching, Dairy Management",Food & Beverage,Hybrid,Low,6,Secondary,Internet,Medium,Tiffin Service,Food & Beverage,0.58,0.96
19,Male,Urban,Low,"Tailoring, Sewing",Agriculture,Outdoor,Low,7,Secondary,Vehicle,Low,Poultry Business,Agriculture,0.48,0.56
40,Female,Semi-Urban,Low,"Hair Styling, Makeup",E-commerce,Hybrid,Low,7,Primary,Phone + Internet,Medium,Handmade Products Store,E-commerce,0.69,0.71
43,Female,Urban,Low,"Dairy Management, Paper Craft, Baking, Sewing",Technology,Hybrid,High,5,Secondary,Land + Vehicle,Low,Digital Marketing Agency,Technology,0.67,0.73
35,Female,Semi-Urban,Low,"Digital Marketing, Content Creation",E-commerce,Hybrid,Low,3,Primary,Land + Vehicle,Low,Dropshipping,E-commerce,0.6,0.52
45,Female,Rural,Low,"Teaching, Sewing",Agriculture,Home-based,Medium,4,Primary,None,Medium,Dairy Farming,Agriculture,0.87,0.58
50,Female,Urban,Low,"Makeup, Poultry Care, Farming",Apparel,Hybrid,Medium,2,Primary,Phone,High,Fabric Painting,Apparel,0.64,0.8
52,Female,Urban,High,"Mushroom Cultivation, Farming, Food Delivery, Crafting",Technology,Outdoor,High,4,None,Land,Medium,Mobile Repair Shop,Technology,0.63,0.73
46,Male,Urban,High,"Embroidery, Sewing",Food & Beverage,Hybrid,Low,9,Secondary,Land,Medium,Homemade Pickles,Food & Beverage,0.48,0.93
21,Female,Semi-Urban,Medium,"Reselling, Daycare Management",Art & Craft,Outdoor,Low,6,None,Vehicle,High,Paper Crafts,Art & Craft,0.91,0.57
19,Female,Urban,Low,"Reselling, Home Cleaning, Dairy Management, Digital Marketing",Education,Hybrid,Medium,5,Secondary,Internet,High,Home Tuition,Education,0.8,0.57
53,Female,Urban,High,"Hair Styling, Tailoring, Farming, Teaching",E-commerce,Hybrid,Medium,6,Secondary,Phone,High,Handmade Products Store,E-commerce,0.4,0.75
26,Female,Semi-Urban,Low,"Photography, Content Creation, Baking",Apparel,Hybrid,Low,9,None,None,High,Fabric Painting,Apparel,0.76,0.9
21,Female,Rural,Low,"Digital Marketing, Content Creation",Domestic Services,Home-based,High,7,Secondary,Land,Medium,Home Cook,Domestic Services,0.61,0.89
46,Female,Semi-Urban,Low,"Mobile Repair, Video Editing, Tailoring",Beauty,Home-based,Medium,3,Primary,Land,Medium,Mehendi Services,Beauty,0.53,0.63
32,Female,Rural,Low,"Embroidery, Mushroom Cultivation",Agriculture,Outdoor,High,9,Primary,Internet,Medium,Mushroom Cultivation,Agriculture,0.76,0.84
30,Female,Rural,Low,"Home Cleaning, Candle Making, Paper Craft, Mushroom Cultivation",Agriculture,Outdoor,High,7,None,None,Low,Dairy Farming,Agriculture,0.85,0.71
44,Female,Semi-Urban,Medium,"Sewing, Photography, Teaching, Embroidery",Domestic Services,Hybrid,Low,10,Primary,Land,Medium,Home Cook,Domestic Services,0.57,0.94
19,Female,Urban,Medium,"Paper Craft, Mushroom Cultivation, Pickle Making, Home Cleaning",Art & Craft,Home-based,Low,10,None,Vehicle,High,Jewelry Design,Art & Craft,0.9,0.69
19,Female,Rural,Medium,"Content Creation, Mushroom Cultivation, Daycare Management",Agriculture,Home-based,Medium,8,None,None,Medium,Dairy Farming,Agriculture,0.81,0.67
48,Male,Urban,Low,"Farming, Paper Craft, Pickle Making",Food & Beverage,Home-based,High,4,Secondary,Land + Vehicle,High,Snack Stall,Food & Beverage,0.43,0.61
18,Male,Semi-Urban,Low,"Hair Styling, Cooking, Content Creation",Agriculture,Hybrid,Low,6,Primary,Vehicle,Medium,Poultry Business,Agriculture,0.53,0.81
49,Female,Urban,Low,"Hair Styling, Paper Craft, Photography",E-commerce,Hybrid,Low,5,None,None,High,Online Reselling,E-commerce,0.8,1.0
23,Female,Rural,Low,"Candle Making, Mobile Repair, Video Editing",Technology,Hybrid,High,7,Primary,Phone,High,Digital Marketing Agency,Technology,0.51,0.6
41,Female,Urban,High,"Crafting, Tailoring, Cooking, Hair Styling",Education,Hybrid,Medium,9,Secondary,None,Low,Daycare Center,Education,0.66,0.5
38,Female,Semi-Urban,Medium,"Content Creation, Teaching",Beauty,Home-based,Medium,9,None,Internet,Medium,Skincare Product Making,Beauty,0.44,0.54
24,Female,Urban,Medium,"Teaching, Cooking, Embroidery, Content Creation",Creative Services,Hybrid,Low,4,Primary,None,Medium,Photography Studio,Creative Services,0.53,0.93
51,Female,Rural,Low,"Farming, Digital Marketing",Creative Services,Outdoor,Medium,6,Primary,Land + Vehicle,Low,Video Editing Service,Creative Services,0.95,0.94
40,Female,Semi-Urban,Medium,"Video Editing, Mobile Repair, Content Creation",Creative Services,Outdoor,Medium,6,Secondary,Phone + Internet,Low,Content Creation Agency,Creative Services,0.86,0.94
37,Female,Rural,High,"Farming, Mobile Repair",Education,Hybrid,Medium,8,Secondary,Vehicle,High,Spoken English Classes,Education,0.46,0.83
50,Female,Urban,Low,"Dairy Management, Farming, Food Delivery",Domestic Services,Home-based,Low,3,Primary,None,Low,Home Cook,Domestic Services,0.58,0.78
24,Female,Urban,Low,"Hair Styling, Embroidery, Dairy Management",Art & Craft,Hybrid,Low,10,None,Land,Low,Paper Crafts,Art & Craft,0.6,0.7
19,Male,Semi-Urban,Medium,"Makeup, Mushroom Cultivation, Digital Marketing",Food & Beverage,Home-based,Low,4,Secondary,Vehicle,High,Spice Mixing,Food & Beverage,0.75,0.91
22,Female,Rural,High,"Embroidery, Reselling, Food Delivery",Technology,Hybrid,Medium,5,Primary,Vehicle,Low,Mobile Repair Shop,Technology,0.7,0.59
44,Female,Semi-Urban,High,"Candle Making, Digital Marketing, Sewing",Agriculture,Home-based,Low,7,Secondary,Internet,Low,Mushroom Cultivation,Agriculture,0.82,0.97
21,Female,Semi-Urban,Medium,"Mushroom Cultivation, Photography",Domestic Services,Home-based,High,6,None,Vehicle,High,Cleaning Services,Domestic Services,0.44,0.87
47,Male,Rural,Low,"Farming, Mobile Repair, Baking",Agriculture,Home-based,High,10,Secondary,Phone,High,Poultry Business,Agriculture,0.5,0.52
18,Female,Semi-Urban,High,"Photography, Digital Marketing, Food Delivery, Crafting",Beauty,Hybrid,High,4,Primary,Vehicle,Medium,Mehendi Services,Beauty,0.83,0.82
51,Female,Semi-Urban,Low,"Daycare Management, Crafting",Food & Beverage,Outdoor,Medium,2,Primary,Land,High,Snack Stall,Food & Beverage,0.5,0.64
36,Female,Rural,Medium,"Baking, Paper Craft",E-commerce,Hybrid,Low,5,Secondary,Phone,Medium,Online Reselling,E-commerce,0.6,0.91
37,Female,Rural,Low,"Candle Making, Sewing, Embroidery, Home Cleaning",Education,Home-based,Medium,3,Secondary,Phone + Internet,Low,Daycare Center,Education,0.58,0.68
35,Female,Urban,Low,"Tailoring, Poultry Care",Creative Services,Outdoor,Medium,4,Primary,Vehicle,High,Photography Studio,Creative Services,0.81,0.71
43,Female,Semi-Urban,Low,"Teaching, Pickle Making, Content Creation",Agriculture,Home-based,Medium,7,Secondary,Internet,Low,Mushroom Cultivation,Agriculture,0.61,0.87
26,Male,Urban,Medium,"Photography, Mobile Repair, Tailoring",Domestic Services,Home-based,High,9,Primary,Phone,Medium,Cleaning Services,Domestic Services,0.74,0.76
26,Female,Urban,Medium,"Cooking, Hair Styling, Dairy Management, Digital Marketing",Domestic Services,Outdoor,Medium,2,Primary,Phone,Medium,Babysitting,Domestic Services,0.78,0.5
19,Male,Urban,Medium,"Candle Making, Photography, Daycare Management",Domestic Services,Home-based,High,3,Primary,None,High,Cleaning Services,Domestic Services,0.77,0.76
22,Female,Urban,Low,"Content Creation, Pickle Making, Embroidery",Agriculture,Hybrid,Medium,2,Secondary,Land + Vehicle,High,Dairy Farming,Agriculture,0.76,0.71
46,Female,Semi-Urban,Medium,"Daycare Management, Candle Making",Apparel,Outdoor,High,5,Secondary,Phone,High,Embroidery Shop,Apparel,0.86,0.9
49,Female,Urban,Low,"Makeup, Crafting",Technology,Home-based,Low,3,Primary,Phone,Medium,YouTube Channel,Technology,0.58,0.97
24,Female,Urban,Low,"Paper Craft, Mobile Repair",Beauty,Hybrid,High,5,Secondary,Land,Low,Mehendi Services,Beauty,0.81,0.86
18,Male,Rural,Low,"Content Creation, Makeup, Baking, Cooking",Creative Services,Hybrid,High,6,None,Internet,High,Photography Studio,Creative Services,0.63,0.89
46,Female,Semi-Urban,Low,"Crafting, Tailoring",Technology,Hybrid,Low,2,Primary,Phone,Medium,Digital Marketing Agency,Technology,0.5,0.6
30,Female,Urban,Low,"Farming, Hair Styling",Beauty,Outdoor,Medium,2,Secondary,Land + Vehicle,Low,Home Salon,Beauty,0.65,0.95
21,Female,Semi-Urban,Low,"Hair Styling, Photography, Sewing, Farming",Art & Craft,Hybrid,Medium,5,Secondary,Internet,Low,Jewelry Design,Art & Craft,0.84,0.88
27,Female,Urban,Low,"Makeup, Photography, Hair Styling",Agriculture,Home-based,High,10,None,Land,Low,Poultry Business,Agriculture,0.73,0.96
29,Female,Rural,Medium,"Hair Styling, Sewing, Farming, Dairy Management",Domestic Services,Hybrid,High,4,Primary,None,High,Babysitting,Domestic Services,0.55,0.64
46,Female,Urban,Low,"Poultry Care, Daycare Management",Agriculture,Hybrid,Low,4,Secondary,Land,Low,Mushroom Cultivation,Agriculture,0.51,0.81
47,Male,Rural,Low,"Makeup, Home Cleaning, Mobile Repair, Teaching",Education,Hybrid,Medium,8,None,None,Medium,Daycare Center,Education,0.65,0.59
20,Male,Semi-Urban,Medium,"Video Editing, Dairy Management",Beauty,Home-based,Low,10,Primary,Internet,High,Mehendi Services,Beauty,0.64,1.0
48,Female,Semi-Urban,Low,"Content Creation, Pickle Making, Baking, Home Cleaning",Education,Hybrid,High,4,Secondary,Phone,High,Spoken English Classes,Education,0.42,0.73
36,Female,Semi-Urban,Low,"Daycare Management, Crafting",Domestic Services,Outdoor,High,5,Primary,None,Low,Home Cook,Domestic Services,0.54,0.59
30,Female,Rural,Medium,"Content Creation, Video Editing",Art & Craft,Outdoor,High,4,Primary,Phone + Internet,Medium,Paper Crafts,Art & Craft,0.46,0.64
24,Female,Urban,High,"Reselling, Hair Styling, Video Editing",Creative Services,Home-based,Medium,8,None,Land,Low,Video Editing Service,Creative Services,0.9,0.55
29,Female,Rural,Low,"Sewing, Daycare Management, Candle Making, Cooking",E-commerce,Outdoor,High,5,None,Internet,High,Dropshipping,E-commerce,0.54,0.72
28,Female,Semi-Urban,Low,"Dairy Management, Baking, Embroidery, Paper Craft",Domestic Services,Home-based,High,6,Secondary,Land + Vehicle,Low,Cleaning Services,Domestic Services,0.71,0.71
38,Female,Rural,Low,"Content Creation, Dairy Management, Paper Craft, Crafting",Education,Home-based,High,5,None,Land + Vehicle,High,Home Tuition,Education,0.61,0.85
47,Female,Rural,Low,"Baking, Dairy Management, Teaching",Agriculture,Outdoor,Low,3,Primary,Internet,High,Mushroom Cultivation,Agriculture,0.7,0.8
37,Female,Semi-Urban,High,"Tailoring, Paper Craft, Digital Marketing, Embroidery",Agriculture,Home-based,Low,6,Secondary,Land + Vehicle,Low,Mushroom Cultivation,Agriculture,0.85,0.84
27,Female,Rural,Low,"Farming, Hair Styling",E-commerce,Home-based,Medium,5,None,Internet,Medium,Online Reselling,E-commerce,0.86,0.88
28,Male,Semi-Urban,High,"Poultry Care, Makeup",Domestic Services,Outdoor,Low,9,Primary,None,High,Babysitting,Domestic Services,0.57,0.52
33,Female,Urban,Low,"Makeup, Pickle Making, Baking",Education,Hybrid,Low,4,None,None,Medium,Spoken English Classes,Education,0.91,0.53
52,Female,Semi-Urban,High,"Food Delivery, Cooking",Art & Craft,Home-based,Medium,8,Secondary,Phone,Low,Candle Making,Art & Craft,0.81,0.61
52,Female,Urban,Medium,"Sewing, Video Editing",Beauty,Hybrid,High,10,Secondary,None,High,Mehendi Services,Beauty,0.5,0.75
48,Female,Rural,Low,"Video Editing, Reselling, Pickle Making",Education,Home-based,High,9,None,Vehicle,Low,Daycare Center,Education,0.49,0.77
22,Female,Rural,Medium,"Daycare Management, Pickle Making",Domestic Services,Hybrid,High,7,None,Land + Vehicle,Medium,Home Cook,Domestic Services,0.44,0.91
50,Female,Semi-Urban,Low,"Makeup, Cooking",Beauty,Home-based,Low,7,Secondary,Vehicle,Low,Home Salon,Beauty,0.9,0.88
46,Male,Semi-Urban,Medium,"Embroidery, Cooking, Candle Making, Crafting",Technology,Hybrid,Low,6,Primary,Land + Vehicle,Low,YouTube Channel,Technology,0.46,0.98
27,Female,Rural,Medium,"Poultry Care, Food Delivery, Candle Making",Technology,Outdoor,High,5,Primary,Phone,Medium,YouTube Channel,Technology,0.46,0.83
21,Female,Semi-Urban,Medium,"Mobile Repair, Mushroom Cultivation",Beauty,Home-based,Low,4,Primary,Phone,Medium,Skincare Product Making,Beauty,0.51,0.74
25,Female,Rural,Low,"Pickle Making, Home Cleaning, Farming",Beauty,Outdoor,High,10,Secondary,Phone + Internet,Low,Skincare Product Making,Beauty,0.57,0.54
54,Female,Rural,Low,"Mushroom Cultivation, Reselling",E-commerce,Home-based,Low,10,Primary,Land + Vehicle,Medium,Online Reselling,E-commerce,0.52,0.61
18,Female,Urban,Low,"Pickle Making, Reselling, Sewing",Education,Outdoor,Low,9,Secondary,Internet,Medium,Spoken English Classes,Education,0.6,0.51
55,Female,Urban,Low,"Poultry Care, Crafting, Paper Craft",E-commerce,Hybrid,Low,9,None,Land,High,Handmade Products Store,E-commerce,0.7,0.64
37,Female,Semi-Urban,Low,"Food Delivery, Embroidery",Technology,Hybrid,Low,5,None,Phone + Internet,Medium,Mobile Repair Shop,Technology,0.6,0.65
42,Female,Semi-Urban,Medium,"Mushroom Cultivation, Photography, Digital Marketing, Crafting",Apparel,Home-based,High,9,Secondary,None,Low,Fabric Painting,Apparel,0.76,0.51
34,Female,Semi-Urban,High,"Content Creation, Reselling",Technology,Home-based,High,9,None,Phone + Internet,Medium,Digital Marketing Agency,Technology,0.93,0.65
22,Female,Semi-Urban,Medium,"Digital Marketing, Hair Styling",E-commerce,Home-based,Medium,5,Secondary,Phone,Low,Online Reselling,E-commerce,0.91,0.61
25,Female,Semi-Urban,Low,"Daycare Management, Home Cleaning, Reselling, Candle Making",Food & Beverage,Outdoor,Medium,2,Secondary,Land + Vehicle,Medium,Spice Mixing,Food & Beverage,0.69,0.84
45,Female,Semi-Urban,Low,"Farming, Reselling, Pickle Making, Crafting",Apparel,Hybrid,Low,5,Primary,Vehicle,Medium,Embroidery Shop,Apparel,0.85,0.96
30,Female,Semi-Urban,Low,"Cooking, Embroidery",Food & Beverage,Home-based,Medium,9,None,Internet,High,Spice Mixing,Food & Beverage,0.76,0.75
26,Female,Rural,Medium,"Crafting, Baking, Daycare Management, Reselling",Education,Home-based,Low,5,None,None,High,Spoken English Classes,Education,0.73,0.85
39,Male,Rural,Medium,"Reselling, Embroidery, Teaching",Domestic Services,Hybrid,Medium,2,Secondary,Internet,Medium,Babysitting,Domestic Services,0.7,0.99
31,Female,Urban,Low,"Candle Making, Makeup",Food & Beverage,Outdoor,High,9,None,Land,High,Homemade Pickles,Food & Beverage,0.92,0.68
31,Female,Semi-Urban,Low,"Food Delivery, Cooking",Agriculture,Hybrid,Low,9,Primary,Phone,High,Poultry Business,Agriculture,0.76,0.81
41,Female,Urban,Medium,"Dairy Management, Poultry Care, Photography",Agriculture,Outdoor,Low,5,None,Vehicle,Low,Poultry Business,Agriculture,0.95,0.65
22,Female,Urban,Low,"Makeup, Paper Craft",Domestic Services,Outdoor,High,9,Primary,Land + Vehicle,Low,Babysitting,Domestic Services,0.59,0.93
48,Female,Semi-Urban,Medium,"Paper Craft, Baking, Dairy Management",Apparel,Hybrid,Medium,8,Secondary,None,Medium,Embroidery Shop,Apparel,0.87,0.77
45,Female,Urban,Low,"Hair Styling, Content Creation",Domestic Services,Hybrid,Low,5,Secondary,Land,Low,Cleaning Services,Domestic Services,0.53,0.87
37,Female,Semi-Urban,Low,"Makeup, Embroidery",Creative Services,Outdoor,Low,8,Secondary,None,Medium,Video Editing Service,Creative Services,0.51,0.75
48,Female,Semi-Urban,High,"Poultry Care, Reselling",Art & Craft,Home-based,High,3,Secondary,Phone,Low,Candle Making,Art & Craft,0.45,0.73
39,Female,Semi-Urban,Low,"Sewing, Photography, Cooking, Video Editing",Beauty,Outdoor,Low,3,Primary,Internet,Medium,Mehendi Services,Beauty,0.66,0.81
40,Female,Semi-Urban,Medium,"Hair Styling, Cooking, Baking",Food & Beverage,Outdoor,Low,5,Primary,Internet,Low,Spice Mixing,Food & Beverage,0.46,1.0
51,Female,Urban,Low,"Sewing, Baking, Food Delivery, Tailoring",Domestic Services,Outdoor,Low,6,None,Phone,Medium,Home Cook,Domestic Services,0.69,0.59
23,Female,Urban,Low,"Candle Making, Farming, Paper Craft",Food & Beverage,Hybrid,High,9,None,Phone,Medium,Tiffin Service,Food & Beverage,0.79,0.74
31,Female,Rural,Low,"Farming, Mushroom Cultivation",Technology,Hybrid,Low,8,Primary,Vehicle,Low,Mobile Repair Shop,Technology,0.74,0.85
31,Female,Rural,Medium,"Poultry Care, Mobile Repair, Digital Marketing",E-commerce,Hybrid,High,4,Secondary,Internet,Medium,Online Reselling,E-commerce,0.78,0.97
21,Female,Rural,Medium,"Food Delivery, Makeup",Education,Outdoor,Medium,2,Primary,Phone + Internet,Medium,Spoken English Classes,Education,0.87,0.64
35,Female,Semi-Urban,Low,"Paper Craft, Embroidery, Sewing",Domestic Services,Outdoor,High,8,Primary,Land,Medium,Cleaning Services,Domestic Services,0.64,0.62
28,Female,Rural,Low,"Reselling, Mushroom Cultivation",Art & Craft,Home-based,High,5,None,Land + Vehicle,Medium,Paper Crafts,Art & Craft,0.45,0.92
29,Female,Semi-Urban,Low,"Video Editing, Baking, Sewing, Content Creation",Creative Services,Outdoor,High,8,None,Internet,Low,Photography Studio,Creative Services,0.56,0.88
49,Female,Urban,Low,"Reselling, Mobile Repair, Cooking",Technology,Home-based,Medium,7,None,Phone,Low,Digital Marketing Agency,Technology,0.63,0.53
29,Male,Urban,Medium,"Home Cleaning, Candle Making, Poultry Care",Art & Craft,Hybrid,Medium,6,Primary,None,Medium,Paper Crafts,Art & Craft,0.57,0.72
46,Female,Urban,Low,"Paper Craft, Cooking",Beauty,Home-based,Low,6,None,Phone + Internet,Medium,Skincare Product Making,Beauty,0.52,0.97
51,Female,Urban,Low,"Candle Making, Daycare Management, Sewing",Domestic Services,Hybrid,Medium,3,None,Vehicle,Medium,Cleaning Services,Domestic Services,0.87,0.99
46,Female,Semi-Urban,Low,"Mobile Repair, Digital Marketing, Crafting",Creative Services,Hybrid,High,3,None,Land + Vehicle,Low,Video Editing Service,Creative Services,0.49,0.73
51,Female,Semi-Urban,Low,"Farming, Sewing",Creative Services,Hybrid,High,2,None,Land + Vehicle,Low,Video Editing Service,Creative Services,0.45,0.68
27,Female,Urban,Medium,"Pickle Making, Hair Styling",E-commerce,Home-based,Low,7,Primary,Land + Vehicle,Low,Handmade Products Store,E-commerce,0.84,0.59
26,Female,Semi-Urban,Low,"Video Editing, Digital Marketing",Education,Hybrid,High,9,Secondary,Land,High,Spoken English Classes,Education,0.85,0.72
21,Female,Rural,Low,"Reselling, Content Creation, Candle Making, Baking",Technology,Home-based,Low,2,Primary,Land,High,Mobile Repair Shop,Technology,0.5,0.88
18,Male,Semi-Urban,Low,"Baking, Farming, Photography",Beauty,Home-based,Medium,10,Primary,None,Low,Home Salon,Beauty,0.77,0.83
44,Female,Rural,Medium,"Reselling, Dairy Management, Home Cleaning",Technology,Home-based,Medium,9,None,Phone + Internet,Medium,YouTube Channel,Technology,0.72,0.95
52,Male,Semi-Urban,Low,"Home Cleaning, Tailoring, Candle Making, Photography",Domestic Services,Home-based,High,5,Primary,None,Low,Babysitting,Domestic Services,0.87,0.85
18,Female,Semi-Urban,Low,"Home Cleaning, Dairy Management",Technology,Hybrid,High,5,Secondary,Land,Low,YouTube Channel,Technology,0.46,0.85
